"DBN","School.Name","Year","Total.Enrollment","Grade.PK","Grade.K","Grade.1","Grade.2","Grade.3","Grade.4","Grade.5","Grade.6","Grade.7","Grade.8","Grade.9","Grade.10","Grade.11","Grade.12","X..Female","X..Female.1","X..Male","X..Male.1","X..Asian","X..Asian.1","X..Black","X..Black.1","X..Hispanic","X..Hispanic.1","X..Other","X..Other.1","X..White","X..White.1","X..Students.with.Disabilities","X..Students.with.Disabilities.1","X..English.Language.Learners","X..English.Language.Learners.1","X..Poverty","X..Poverty.1"
"84K785","Imagine Me Leadership Charter School","2013-14",221,0,34,44,56,48,39,0,0,0,0,0,0,0,0,0,"0.0%",221,"100.0%",0,"0.0%",188,"85.1%",26,"11.8%",5,"2.3%",2,"0.9%",32,"14.5%",4,"1.8%",184,"83.3%"
"84K785","Imagine Me Leadership Charter School","2014-15",227,0,27,39,40,52,45,24,0,0,0,0,0,0,0,0,"0.0%",227,"100.0%",0,"0.0%",194,"85.5%",27,"11.9%",4,"1.8%",2,"0.9%",37,"16.3%",4,"1.8%",184,"81.1%"
"84K785","Imagine Me Leadership Charter School","2015-16",216,0,23,32,36,40,52,33,0,0,0,0,0,0,0,0,"0.0%",216,"100.0%",0,"0.0%",187,"86.6%",24,"11.1%",3,"1.4%",2,"0.9%",33,"15.3%",1,"0.5%",179,"82.9%"
"84K788","Achievement First Linden Elementary School","2014-15",187,0,95,92,0,0,0,0,0,0,0,0,0,0,0,83,"44.4%",104,"55.6%",2,"1.1%",156,"83.4%",25,"13.4%",3,"1.6%",1,"0.5%",14,"7.5%",4,"2.1%",160,"85.6%"
"84K788","Achievement First Linden Elementary School","2015-16",248,0,59,97,92,0,0,0,0,0,0,0,0,0,0,120,"48.4%",128,"51.6%",3,"1.2%",206,"83.1%",34,"13.7%",4,"1.6%",1,"0.4%",21,"8.5%",3,"1.2%",208,"83.9%"
"84K789","Compass Charter School","2014-15",108,0,55,53,0,0,0,0,0,0,0,0,0,0,0,52,"48.1%",56,"51.9%",9,"8.3%",35,"32.4%",10,"9.3%",13,"12.0%",41,"38.0%",15,"13.9%",0,"0.0%",34,"31.5%"
"84K789","Compass Charter School","2015-16",154,0,51,53,50,0,0,0,0,0,0,0,0,0,0,77,"50.0%",77,"50.0%",10,"6.5%",46,"29.9%",18,"11.7%",18,"11.7%",62,"40.3%",15,"9.7%",2,"1.3%",48,"31.2%"
"84K790","Central Brooklyn Ascend Charter School","2014-15",169,0,86,83,0,0,0,0,0,0,0,0,0,0,0,80,"47.3%",89,"52.7%",0,"0.0%",147,"87.0%",18,"10.7%",3,"1.8%",1,"0.6%",22,"13.0%",1,"0.6%",123,"72.8%"
"84K790","Central Brooklyn Ascend Charter School","2015-16",252,0,80,87,85,0,0,0,0,0,0,0,0,0,0,120,"47.6%",132,"52.4%",0,"0.0%",230,"91.3%",15,"6.0%",6,"2.4%",1,"0.4%",32,"12.7%",4,"1.6%",155,"61.5%"
"84K791","Brooklyn Dreams Charter School","2011-12",247,0,40,52,52,52,51,0,0,0,0,0,0,0,0,106,"42.9%",141,"57.1%",13,"5.3%",170,"68.8%",53,"21.5%",4,"1.6%",7,"2.8%",33,"13.4%",11,"4.5%",218,"88.3%"
"84K791","Brooklyn Dreams Charter School","2012-13",413,0,74,78,78,77,53,53,0,0,0,0,0,0,0,202,"48.9%",211,"51.1%",35,"8.5%",272,"65.9%",84,"20.3%",12,"2.9%",10,"2.4%",60,"14.5%",14,"3.4%",332,"80.4%"
"84K791","Brooklyn Dreams Charter School","2013-14",513,0,76,78,81,85,86,98,9,0,0,0,0,0,0,255,"49.7%",258,"50.3%",58,"11.3%",337,"65.7%",92,"17.9%",12,"2.3%",14,"2.7%",79,"15.4%",18,"3.5%",317,"61.8%"
"84K791","Brooklyn Dreams Charter School","2014-15",586,0,79,82,80,81,79,80,54,51,0,0,0,0,0,286,"48.8%",300,"51.2%",90,"15.4%",373,"63.7%",95,"16.2%",13,"2.2%",15,"2.6%",97,"16.6%",26,"4.4%",492,"84.0%"
"84K791","Brooklyn Dreams Charter School","2015-16",671,0,68,79,86,80,84,81,79,57,57,0,0,0,0,324,"48.3%",347,"51.7%",140,"20.9%",393,"58.6%",108,"16.1%",13,"1.9%",17,"2.5%",106,"15.8%",50,"7.5%",302,"45.0%"
"84K792","The Cultural Arts Academy at Spring Creek Charter","2011-12",169,0,41,63,65,0,0,0,0,0,0,0,0,0,0,89,"52.7%",80,"47.3%",3,"1.8%",156,"92.3%",6,"3.6%",2,"1.2%",2,"1.2%",15,"8.9%",0,"0.0%",61,"36.1%"
"84K792","The Cultural Arts Academy at Spring Creek Charter","2012-13",220,0,43,48,64,65,0,0,0,0,0,0,0,0,0,114,"51.8%",106,"48.2%",3,"1.4%",202,"91.8%",10,"4.5%",2,"0.9%",3,"1.4%",21,"9.5%",0,"0.0%",120,"54.5%"
"84K792","The Cultural Arts Academy at Spring Creek Charter","2013-14",257,0,42,42,48,61,64,0,0,0,0,0,0,0,0,130,"50.6%",127,"49.4%",2,"0.8%",236,"91.8%",11,"4.3%",4,"1.6%",4,"1.6%",28,"10.9%",0,"0.0%",114,"44.4%"
"84K792","The Cultural Arts Academy at Spring Creek Charter","2014-15",296,0,43,45,43,48,62,55,0,0,0,0,0,0,0,145,"49.0%",151,"51.0%",3,"1.0%",276,"93.2%",12,"4.1%",2,"0.7%",3,"1.0%",32,"10.8%",0,"0.0%",93,"31.4%"
"84K792","The Cultural Arts Academy at Spring Creek Charter","2015-16",275,0,43,45,49,42,48,48,0,0,0,0,0,0,0,129,"46.9%",146,"53.1%",2,"0.7%",247,"89.8%",19,"6.9%",3,"1.1%",4,"1.5%",31,"11.3%",0,"0.0%",89,"32.4%"
"84K793","Bushwick Ascend Charter School","2011-12",249,0,51,102,96,0,0,0,0,0,0,0,0,0,0,130,"52.2%",119,"47.8%",0,"0.0%",123,"49.4%",111,"44.6%",8,"3.2%",7,"2.8%",29,"11.6%",18,"7.2%",218,"87.6%"
"84K793","Bushwick Ascend Charter School","2012-13",425,0,106,106,115,98,0,0,0,0,0,0,0,0,0,216,"50.8%",209,"49.2%",2,"0.5%",159,"37.4%",250,"58.8%",7,"1.6%",7,"1.6%",38,"8.9%",42,"9.9%",384,"90.4%"
"84K793","Bushwick Ascend Charter School","2013-14",536,0,121,107,108,119,81,0,0,0,0,0,0,0,0,261,"48.7%",275,"51.3%",6,"1.1%",173,"32.3%",346,"64.6%",3,"0.6%",8,"1.5%",68,"12.7%",66,"12.3%",490,"91.4%"
"84K793","Bushwick Ascend Charter School","2014-15",643,0,119,116,117,108,117,66,0,0,0,0,0,0,0,304,"47.3%",339,"52.7%",7,"1.1%",161,"25.0%",463,"72.0%",3,"0.5%",9,"1.4%",91,"14.2%",106,"16.5%",560,"87.1%"
"84K793","Bushwick Ascend Charter School","2015-16",758,0,112,111,115,115,111,110,84,0,0,0,0,0,0,364,"48.0%",394,"52.0%",10,"1.3%",188,"24.8%",546,"72.0%",4,"0.5%",10,"1.3%",108,"14.2%",135,"17.8%",635,"83.8%"
"84K796","Lefferts Gardens Charter School","2011-12",234,0,80,78,76,0,0,0,0,0,0,0,0,0,0,121,"51.7%",113,"48.3%",6,"2.6%",197,"84.2%",14,"6.0%",5,"2.1%",12,"5.1%",31,"13.2%",5,"2.1%",184,"78.6%"
"84K796","Lefferts Gardens Charter School","2012-13",319,0,81,79,82,77,0,0,0,0,0,0,0,0,0,163,"51.1%",156,"48.9%",7,"2.2%",280,"87.8%",15,"4.7%",3,"0.9%",14,"4.4%",44,"13.8%",7,"2.2%",242,"75.9%"
"84K796","Lefferts Gardens Charter School","2013-14",386,0,76,78,80,79,73,0,0,0,0,0,0,0,0,199,"51.6%",187,"48.4%",6,"1.6%",334,"86.5%",27,"7.0%",8,"2.1%",11,"2.8%",48,"12.4%",11,"2.8%",301,"78.0%"
"84K796","Lefferts Gardens Charter School","2014-15",453,0,73,83,80,80,80,57,0,0,0,0,0,0,0,228,"50.3%",225,"49.7%",11,"2.4%",389,"85.9%",33,"7.3%",11,"2.4%",9,"2.0%",63,"13.9%",14,"3.1%",366,"80.8%"
"84K796","Lefferts Gardens Charter School","2015-16",432,0,72,71,76,78,72,63,0,0,0,0,0,0,0,226,"52.3%",206,"47.7%",9,"2.1%",380,"88.0%",31,"7.2%",6,"1.4%",6,"1.4%",70,"16.2%",14,"3.2%",326,"75.5%"
"84K797","New Hope Academy Charter School","2011-12",241,0,73,74,48,46,0,0,0,0,0,0,0,0,0,121,"50.2%",120,"49.8%",0,"0.0%",238,"98.8%",3,"1.2%",0,"0.0%",0,"0.0%",22,"9.1%",3,"1.2%",206,"85.5%"
"84K797","New Hope Academy Charter School","2012-13",310,0,52,79,78,52,49,0,0,0,0,0,0,0,0,157,"50.6%",153,"49.4%",0,"0.0%",304,"98.1%",3,"1.0%",3,"1.0%",0,"0.0%",27,"8.7%",3,"1.0%",274,"88.4%"
"84K797","New Hope Academy Charter School","2013-14",368,0,51,56,83,79,52,47,0,0,0,0,0,0,0,185,"50.3%",183,"49.7%",0,"0.0%",360,"97.8%",3,"0.8%",3,"0.8%",2,"0.5%",39,"10.6%",3,"0.8%",206,"56.0%"
"84K797","New Hope Academy Charter School","2014-15",392,0,70,57,57,87,79,42,0,0,0,0,0,0,0,193,"49.2%",199,"50.8%",0,"0.0%",384,"98.0%",4,"1.0%",3,"0.8%",1,"0.3%",46,"11.7%",1,"0.3%",197,"50.3%"
"84K797","New Hope Academy Charter School","2015-16",382,0,70,77,57,47,74,57,0,0,0,0,0,0,0,181,"47.4%",201,"52.6%",1,"0.3%",369,"96.6%",7,"1.8%",3,"0.8%",2,"0.5%",46,"12.0%",0,"0.0%",152,"39.8%"
"84K803","Brooklyn LAB Charter School","2014-15",126,0,0,0,0,0,0,0,126,0,0,0,0,0,0,55,"43.7%",71,"56.3%",5,"4.0%",85,"67.5%",26,"20.6%",5,"4.0%",5,"4.0%",22,"17.5%",2,"1.6%",67,"53.2%"
"84K803","Brooklyn LAB Charter School","2015-16",245,0,0,0,0,0,0,0,116,129,0,0,0,0,0,124,"50.6%",121,"49.4%",5,"2.0%",171,"69.8%",46,"18.8%",10,"4.1%",13,"5.3%",58,"23.7%",6,"2.4%",118,"48.2%"
"84M065","Democracy Prep Endurance Charter School","2012-13",111,0,0,0,0,0,0,0,111,0,0,0,0,0,0,54,"48.6%",57,"51.4%",0,"0.0%",67,"60.4%",43,"38.7%",0,"0.0%",1,"0.9%",26,"23.4%",3,"2.7%",95,"85.6%"
"84M065","Democracy Prep Endurance Charter School","2013-14",222,0,0,0,0,0,0,0,118,104,0,0,0,0,0,113,"50.9%",109,"49.1%",0,"0.0%",141,"63.5%",76,"34.2%",1,"0.5%",4,"1.8%",53,"23.9%",15,"6.8%",140,"63.1%"
"84M065","Democracy Prep Endurance Charter School","2014-15",346,0,0,0,0,0,0,0,115,116,115,0,0,0,0,163,"47.1%",183,"52.9%",0,"0.0%",231,"66.8%",110,"31.8%",1,"0.3%",4,"1.2%",78,"22.5%",21,"6.1%",225,"65.0%"
"84M065","Democracy Prep Endurance Charter School","2015-16",438,0,0,0,0,0,0,0,115,102,110,111,0,0,0,206,"47.0%",232,"53.0%",2,"0.5%",291,"66.4%",137,"31.3%",2,"0.5%",6,"1.4%",86,"19.6%",27,"6.2%",339,"77.4%"
"84M068","KIPP Washington Heights Middle School","2012-13",100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,48,"48.0%",52,"52.0%",0,"0.0%",15,"15.0%",81,"81.0%",2,"2.0%",2,"2.0%",17,"17.0%",20,"20.0%",91,"91.0%"
"84M068","KIPP Washington Heights Middle School","2013-14",202,0,0,0,0,0,0,99,103,0,0,0,0,0,0,112,"55.4%",90,"44.6%",0,"0.0%",26,"12.9%",173,"85.6%",2,"1.0%",1,"0.5%",30,"14.9%",29,"14.4%",186,"92.1%"
"84M068","KIPP Washington Heights Middle School","2014-15",706,0,105,103,104,97,0,100,98,99,0,0,0,0,0,369,"52.3%",337,"47.7%",2,"0.3%",91,"12.9%",602,"85.3%",6,"0.8%",5,"0.7%",92,"13.0%",99,"14.0%",634,"89.8%"
"84M068","KIPP Washington Heights Middle School","2015-16",852,0,84,101,90,93,95,99,91,100,99,0,0,0,0,450,"52.8%",402,"47.2%",1,"0.1%",104,"12.2%",736,"86.4%",5,"0.6%",6,"0.7%",118,"13.8%",107,"12.6%",772,"90.6%"
"84M080","Manhattan Charter School II","2012-13",82,0,44,38,0,0,0,0,0,0,0,0,0,0,0,37,"45.1%",45,"54.9%",6,"7.3%",21,"25.6%",51,"62.2%",3,"3.7%",1,"1.2%",11,"13.4%",5,"6.1%",64,"78.0%"
"84M080","Manhattan Charter School II","2013-14",140,0,45,48,47,0,0,0,0,0,0,0,0,0,0,61,"43.6%",79,"56.4%",13,"9.3%",33,"23.6%",86,"61.4%",5,"3.6%",3,"2.1%",25,"17.9%",11,"7.9%",119,"85.0%"
"84M080","Manhattan Charter School II","2014-15",175,0,44,46,49,36,0,0,0,0,0,0,0,0,0,80,"45.7%",95,"54.3%",10,"5.7%",38,"21.7%",116,"66.3%",7,"4.0%",4,"2.3%",31,"17.7%",15,"8.6%",150,"85.7%"
"84M080","Manhattan Charter School II","2015-16",208,0,46,45,48,39,30,0,0,0,0,0,0,0,0,91,"43.8%",117,"56.3%",13,"6.3%",54,"26.0%",132,"63.5%",5,"2.4%",4,"1.9%",42,"20.2%",19,"9.1%",176,"84.6%"
"84M085","Global Community Charter School","2012-13",147,0,78,69,0,0,0,0,0,0,0,0,0,0,0,70,"47.6%",77,"52.4%",0,"0.0%",60,"40.8%",78,"53.1%",5,"3.4%",4,"2.7%",15,"10.2%",24,"16.3%",125,"85.0%"
"84M085","Global Community Charter School","2013-14",221,0,75,79,67,0,0,0,0,0,0,0,0,0,0,112,"50.7%",109,"49.3%",1,"0.5%",69,"31.2%",140,"63.3%",5,"2.3%",6,"2.7%",24,"10.9%",34,"15.4%",176,"79.6%"
"84M085","Global Community Charter School","2014-15",287,0,67,70,77,73,0,0,0,0,0,0,0,0,0,157,"54.7%",130,"45.3%",2,"0.7%",82,"28.6%",193,"67.2%",5,"1.7%",5,"1.7%",50,"17.4%",41,"14.3%",223,"77.7%"
"84M085","Global Community Charter School","2015-16",365,0,67,78,71,79,70,0,0,0,0,0,0,0,0,190,"52.1%",175,"47.9%",3,"0.8%",102,"27.9%",251,"68.8%",4,"1.1%",5,"1.4%",58,"15.9%",55,"15.1%",291,"79.7%"
"84M100","Neighborhood Charter School of Harlem","2012-13",117,0,47,70,0,0,0,0,0,0,0,0,0,0,0,54,"46.2%",63,"53.8%",1,"0.9%",69,"59.0%",42,"35.9%",4,"3.4%",1,"0.9%",30,"25.6%",5,"4.3%",101,"86.3%"
"84M100","Neighborhood Charter School of Harlem","2013-14",213,0,60,84,69,0,0,0,0,0,0,0,0,0,0,88,"41.3%",125,"58.7%",1,"0.5%",130,"61.0%",67,"31.5%",13,"6.1%",2,"0.9%",61,"28.6%",5,"2.3%",148,"69.5%"
"84M100","Neighborhood Charter School of Harlem","2014-15",261,0,61,62,73,65,0,0,0,0,0,0,0,0,0,105,"40.2%",156,"59.8%",2,"0.8%",154,"59.0%",91,"34.9%",6,"2.3%",8,"3.1%",81,"31.0%",13,"5.0%",166,"63.6%"
"84M100","Neighborhood Charter School of Harlem","2015-16",313,0,53,63,70,66,61,0,0,0,0,0,0,0,0,140,"44.7%",173,"55.3%",2,"0.6%",172,"55.0%",126,"40.3%",4,"1.3%",9,"2.9%",96,"30.7%",11,"3.5%",251,"80.2%"
"84M168","East Harlem Scholars Academy Charter School II","2013-14",109,0,56,53,0,0,0,0,0,0,0,0,0,0,0,53,"48.6%",56,"51.4%",2,"1.8%",44,"40.4%",57,"52.3%",6,"5.5%",0,"0.0%",20,"18.3%",20,"18.3%",104,"95.4%"
"84M168","East Harlem Scholars Academy Charter School II","2014-15",158,0,52,54,51,0,0,1,0,0,0,0,0,0,0,79,"50.0%",79,"50.0%",5,"3.2%",48,"30.4%",93,"58.9%",5,"3.2%",7,"4.4%",38,"24.1%",21,"13.3%",145,"91.8%"
"84M168","East Harlem Scholars Academy Charter School II","2015-16",248,36,53,52,56,51,0,0,0,0,0,0,0,0,0,122,"49.2%",126,"50.8%",9,"3.6%",70,"28.2%",157,"63.3%",5,"2.0%",7,"2.8%",49,"19.8%",27,"10.9%",223,"89.9%"
"84M170","Success Academy Hell's Kitchen (Manhattan 2)","2013-14",140,0,88,52,0,0,0,0,0,0,0,0,0,0,0,73,"52.1%",67,"47.9%",12,"8.6%",21,"15.0%",83,"59.3%",6,"4.3%",18,"12.9%",21,"15.0%",8,"5.7%",59,"42.1%"
"84M170","Success Academy Hell's Kitchen (Manhattan 2)","2014-15",219,0,75,93,51,0,0,0,0,0,0,0,0,0,0,106,"48.4%",113,"51.6%",30,"13.7%",31,"14.2%",117,"53.4%",7,"3.2%",34,"15.5%",28,"12.8%",15,"6.8%",89,"40.6%"
"84M170","Success Academy Hell's Kitchen (Manhattan 2)","2015-16",324,0,91,89,91,53,0,0,0,0,0,0,0,0,0,163,"50.3%",161,"49.7%",44,"13.6%",53,"16.4%",168,"51.9%",7,"2.2%",52,"16.0%",43,"13.3%",22,"6.8%",131,"40.4%"
"84M174","Success Academy Union Square (Manhattan 1)","2013-14",126,0,76,50,0,0,0,0,0,0,0,0,0,0,0,56,"44.4%",70,"55.6%",16,"12.7%",23,"18.3%",31,"24.6%",6,"4.8%",50,"39.7%",20,"15.9%",3,"2.4%",33,"26.2%"
"84M174","Success Academy Union Square (Manhattan 1)","2014-15",238,0,79,73,86,0,0,0,0,0,0,0,0,0,0,122,"51.3%",116,"48.7%",38,"16.0%",48,"20.2%",51,"21.4%",12,"5.0%",89,"37.4%",32,"13.4%",5,"2.1%",58,"24.4%"
"84M174","Success Academy Union Square (Manhattan 1)","2015-16",347,0,92,80,90,85,0,0,0,0,0,0,0,0,0,176,"50.7%",171,"49.3%",67,"19.3%",71,"20.5%",73,"21.0%",16,"4.6%",120,"34.6%",41,"11.8%",7,"2.0%",82,"23.6%"
"84M186","Harlem Hebrew Language Charter School","2013-14",135,0,74,61,0,0,0,0,0,0,0,0,0,0,0,61,"45.2%",74,"54.8%",0,"0.0%",56,"41.5%",32,"23.7%",6,"4.4%",41,"30.4%",33,"24.4%",4,"3.0%",63,"46.7%"
"84M186","Harlem Hebrew Language Charter School","2014-15",218,0,69,79,70,0,0,0,0,0,0,0,0,0,0,109,"50.0%",109,"50.0%",1,"0.5%",75,"34.4%",66,"30.3%",6,"2.8%",70,"32.1%",57,"26.1%",14,"6.4%",96,"44.0%"
"84M186","Harlem Hebrew Language Charter School","2015-16",288,0,72,84,75,57,0,0,0,0,0,0,0,0,0,131,"45.5%",157,"54.5%",3,"1.0%",92,"31.9%",87,"30.2%",7,"2.4%",99,"34.4%",68,"23.6%",25,"8.7%",116,"40.3%"
"84M202","Great Oaks Charter School","2013-14",89,0,0,0,0,0,0,0,89,0,0,0,0,0,0,43,"48.3%",46,"51.7%",26,"29.2%",21,"23.6%",37,"41.6%",4,"4.5%",1,"1.1%",20,"22.5%",2,"2.2%",79,"88.8%"
"84M202","Great Oaks Charter School","2014-15",193,0,0,0,0,0,0,0,111,82,0,0,0,0,0,82,"42.5%",111,"57.5%",55,"28.5%",55,"28.5%",78,"40.4%",2,"1.0%",3,"1.6%",56,"29.0%",19,"9.8%",155,"80.3%"
"84M202","Great Oaks Charter School","2015-16",211,0,0,0,0,0,0,0,66,79,66,0,0,0,0,88,"41.7%",123,"58.3%",46,"21.8%",50,"23.7%",109,"51.7%",1,"0.5%",5,"2.4%",65,"30.8%",14,"6.6%",164,"77.7%"
"84M265","Success Academy Charter School - Washington Height","2014-15",175,0,117,58,0,0,0,0,0,0,0,0,0,0,0,98,"56.0%",77,"44.0%",1,"0.6%",27,"15.4%",126,"72.0%",2,"1.1%",19,"10.9%",19,"10.9%",28,"16.0%",136,"77.7%"
"84M265","Success Academy Charter School - Washington Height","2015-16",243,0,58,125,60,0,0,0,0,0,0,0,0,0,0,139,"57.2%",104,"42.8%",2,"0.8%",36,"14.8%",181,"74.5%",3,"1.2%",21,"8.6%",30,"12.3%",31,"12.8%",107,"44.0%"
"84M279","The Opportunity Charter School","2011-12",418,0,0,0,0,0,0,0,59,65,68,54,59,50,63,183,"43.8%",235,"56.2%",2,"0.5%",330,"78.9%",85,"20.3%",0,"0.0%",1,"0.2%",213,"51.0%",21,"5.0%",302,"72.2%"
"84M279","The Opportunity Charter School","2012-13",428,0,0,0,0,0,0,0,54,69,70,58,62,60,55,182,"42.5%",246,"57.5%",3,"0.7%",314,"73.4%",106,"24.8%",3,"0.7%",2,"0.5%",221,"51.6%",28,"6.5%",337,"78.7%"
"84M279","The Opportunity Charter School","2013-14",447,0,0,0,0,0,0,0,71,69,60,66,62,61,58,195,"43.6%",252,"56.4%",4,"0.9%",288,"64.4%",147,"32.9%",5,"1.1%",3,"0.7%",231,"51.7%",42,"9.4%",371,"83.0%"
"84M279","The Opportunity Charter School","2014-15",473,0,0,0,0,0,0,0,77,73,70,70,71,44,68,198,"41.9%",275,"58.1%",4,"0.8%",276,"58.4%",188,"39.7%",2,"0.4%",3,"0.6%",242,"51.2%",44,"9.3%",394,"83.3%"
"84M279","The Opportunity Charter School","2015-16",464,0,0,0,0,0,0,0,82,78,70,64,57,62,51,185,"39.9%",279,"60.1%",6,"1.3%",262,"56.5%",194,"41.8%",0,"0.0%",2,"0.4%",244,"52.6%",42,"9.1%",371,"80.0%"
"84M284","Harlem Children's Zone Promise Academy 1 Charter S","2011-12",950,0,98,103,103,93,82,90,96,85,71,0,0,67,62,479,"50.4%",471,"49.6%",1,"0.1%",851,"89.6%",76,"8.0%",15,"1.6%",7,"0.7%",121,"12.7%",14,"1.5%",824,"86.7%"
"84M284","Harlem Children's Zone Promise Academy 1 Charter S","2012-13",924,0,93,99,98,95,88,73,84,94,69,65,0,0,66,464,"50.2%",460,"49.8%",1,"0.1%",825,"89.3%",73,"7.9%",20,"2.2%",5,"0.5%",146,"15.8%",18,"1.9%",742,"80.3%"
"84M284","Harlem Children's Zone Promise Academy 1 Charter S","2013-14",927,0,93,99,95,94,92,94,74,76,91,62,57,0,0,463,"49.9%",464,"50.1%",2,"0.2%",829,"89.4%",78,"8.4%",15,"1.6%",3,"0.3%",158,"17.0%",23,"2.5%",781,"84.3%"
"84M284","Harlem Children's Zone Promise Academy 1 Charter S","2014-15",1035,0,95,100,97,97,98,95,92,84,64,99,58,56,0,528,"51.0%",507,"49.0%",2,"0.2%",898,"86.8%",108,"10.4%",24,"2.3%",3,"0.3%",175,"16.9%",24,"2.3%",870,"84.1%"
"84M284","Harlem Children's Zone Promise Academy 1 Charter S","2015-16",1125,0,92,98,100,99,100,100,93,96,77,70,88,57,55,582,"51.7%",543,"48.3%",3,"0.3%",960,"85.3%",133,"11.8%",24,"2.1%",5,"0.4%",185,"16.4%",27,"2.4%",911,"81.0%"
"84M320","Manhattan Charter School","2011-12",270,0,48,48,47,43,45,39,0,0,0,0,0,0,0,118,"43.7%",152,"56.3%",5,"1.9%",96,"35.6%",157,"58.1%",0,"0.0%",12,"4.4%",38,"14.1%",0,"0.0%",226,"83.7%"
"84M320","Manhattan Charter School","2012-13",260,0,48,47,48,42,37,38,0,0,0,0,0,0,0,110,"42.3%",150,"57.7%",5,"1.9%",82,"31.5%",160,"61.5%",2,"0.8%",11,"4.2%",35,"13.5%",3,"1.2%",219,"84.2%"
"84M320","Manhattan Charter School","2013-14",274,0,49,50,50,49,39,37,0,0,0,0,0,0,0,111,"40.5%",163,"59.5%",9,"3.3%",66,"24.1%",178,"65.0%",7,"2.6%",14,"5.1%",50,"18.2%",5,"1.8%",224,"81.8%"
"84M320","Manhattan Charter School","2014-15",265,0,48,48,48,45,44,32,0,0,0,0,0,0,0,116,"43.8%",149,"56.2%",7,"2.6%",54,"20.4%",187,"70.6%",8,"3.0%",9,"3.4%",58,"21.9%",9,"3.4%",215,"81.1%"
"84M320","Manhattan Charter School","2015-16",270,0,48,48,48,48,39,39,0,0,0,0,0,0,0,118,"43.7%",152,"56.3%",8,"3.0%",53,"19.6%",191,"70.7%",9,"3.3%",9,"3.3%",56,"20.7%",15,"5.6%",223,"82.6%"
"84M329","Harlem Link Charter School","2011-12",296,0,50,54,52,51,51,38,0,0,0,0,0,0,0,124,"41.9%",172,"58.1%",2,"0.7%",194,"65.5%",82,"27.7%",17,"5.7%",1,"0.3%",47,"15.9%",19,"6.4%",246,"83.1%"
"84M329","Harlem Link Charter School","2012-13",302,0,56,44,54,54,54,40,0,0,0,0,0,0,0,118,"39.1%",184,"60.9%",2,"0.7%",208,"68.9%",77,"25.5%",11,"3.6%",4,"1.3%",55,"18.2%",20,"6.6%",280,"92.7%"
"84M329","Harlem Link Charter School","2013-14",314,0,49,54,57,50,56,48,0,0,0,0,0,0,0,133,"42.4%",181,"57.6%",2,"0.6%",208,"66.2%",93,"29.6%",6,"1.9%",5,"1.6%",62,"19.7%",21,"6.7%",276,"87.9%"
"84M329","Harlem Link Charter School","2014-15",309,0,52,51,49,58,52,47,0,0,0,0,0,0,0,132,"42.7%",177,"57.3%",1,"0.3%",194,"62.8%",105,"34.0%",4,"1.3%",5,"1.6%",50,"16.2%",15,"4.9%",277,"89.6%"
"84M329","Harlem Link Charter School","2015-16",367,37,76,52,57,52,51,42,0,0,0,0,0,0,0,172,"46.9%",195,"53.1%",1,"0.3%",217,"59.1%",132,"36.0%",4,"1.1%",13,"3.5%",50,"13.6%",16,"4.4%",313,"85.3%"
"84M330","Girls Preparatory Charter School of New York","2011-12",475,0,72,74,51,53,50,50,75,50,0,0,0,0,0,475,"100.0%",0,"0.0%",9,"1.9%",220,"46.3%",215,"45.3%",21,"4.4%",10,"2.1%",57,"12.0%",23,"4.8%",475,"100.0%"
"84M330","Girls Preparatory Charter School of New York","2012-13",563,0,79,79,78,52,53,53,52,70,47,0,0,0,0,563,"100.0%",0,"0.0%",10,"1.8%",252,"44.8%",269,"47.8%",18,"3.2%",14,"2.5%",82,"14.6%",22,"3.9%",439,"78.0%"
"84M330","Girls Preparatory Charter School of New York","2013-14",562,0,70,79,72,76,50,53,50,47,65,0,0,0,0,562,"100.0%",0,"0.0%",6,"1.1%",254,"45.2%",273,"48.6%",17,"3.0%",12,"2.1%",92,"16.4%",14,"2.5%",464,"82.6%"
"84M330","Girls Preparatory Charter School of New York","2014-15",578,0,71,77,72,75,76,68,50,47,42,0,0,0,0,578,"100.0%",0,"0.0%",7,"1.2%",251,"43.4%",293,"50.7%",12,"2.1%",15,"2.6%",94,"16.3%",11,"1.9%",459,"79.4%"
"84M330","Girls Preparatory Charter School of New York","2015-16",598,0,66,73,76,76,70,80,67,45,45,0,0,0,0,598,"100.0%",0,"0.0%",11,"1.8%",267,"44.6%",295,"49.3%",13,"2.2%",12,"2.0%",98,"16.4%",12,"2.0%",446,"74.6%"
"84M335","Harlem Village Academy Leadership Charter School","2011-12",394,0,0,0,0,0,0,89,79,78,52,35,33,28,0,223,"56.6%",171,"43.4%",2,"0.5%",266,"67.5%",123,"31.2%",1,"0.3%",2,"0.5%",42,"10.7%",13,"3.3%",315,"79.9%"
"84M335","Harlem Village Academy Leadership Charter School","2012-13",575,0,133,0,0,0,0,78,79,78,68,46,35,32,26,323,"56.2%",252,"43.8%",3,"0.5%",378,"65.7%",185,"32.2%",4,"0.7%",5,"0.9%",59,"10.3%",23,"4.0%",432,"75.1%"
